date,state,cases,deaths
2020-02-01,Pará,0,0
2020-02-01,Rondônia,0,0
2020-02-01,Roraima,0,0
2020-02-01,Tocantins,0,0
2020-02-01,Espírito Santo,0,0
2020-02-01,Minas Gerais,0,0
2020-02-01,Rio de Janeiro,0,0
2020-02-01,São Paulo,0,0
2020-02-01,Paraná,0,0
2020-02-01,Rio Grande do Sul,0,0
2020-02-01,Santa Catarina,0,0
2020-02-02,Distrito Federal,0,0
2020-02-02,Goiás,0,0
2020-02-02,Mato Grosso,0,0
2020-02-02,Mato Grosso do Sul,0,0
2020-02-02,Alagoas,0,0
2020-02-02,Bahia,0,0
2020-02-02,Ceará,0,0
2020-02-02,Maranhão,0,0
2020-02-02,Paraíba,0,0
2020-02-02,Pernambuco,0,0
2020-02-02,Piauí,0,0
2020-02-02,Rio Grande do Norte,0,0
2020-02-02,Sergipe,0,0
2020-02-02,Acre,0,0
2020-02-02,Amapá,0,0
2020-02-02,Amazonas,0,0
2020-02-02,Pará,0,0
2020-02-02,Rondônia,0,0
2020-02-02,Roraima,0,0
2020-02-02,Tocantins,0,0
2020-02-02,Espírito Santo,0,0
2020-02-02,Minas Gerais,0,0
2020-02-02,Rio de Janeiro,0,0
2020-02-02,São Paulo,0,0
2020-02-02,Paraná,0,0
2020-02-02,Rio Grande do Sul,0,0
2020-02-02,Santa Catarina,0,0
2020-02-03,Distrito Federal,0,0
2020-02-03,Goiás,0,0
2020-02-03,Mato Grosso,0,0
2020-02-03,Mato Grosso do Sul,0,0
2020-02-03,Alagoas,0,0
2020-02-03,Bahia,0,0
2020-02-03,Ceará,0,0
2020-02-03,Maranhão,0,0
2020-02-03,Paraíba,0,0
2020-02-03,Pernambuco,0,0
2020-02-03,Piauí,0,0
2020-02-03,Rio Grande do Norte,0,0
2020-02-03,Sergipe,0,0
2020-02-03,Acre,0,0
2020-02-03,Amapá,0,0
2020-02-03,Amazonas,0,0
2020-02-03,Pará,0,0
2020-02-03,Rondônia,0,0
2020-02-03,Roraima,0,0
2020-02-03,Tocantins,0,0
2020-02-03,Espírito Santo,0,0
2020-02-03,Minas Gerais,0,0
2020-02-03,Rio de Janeiro,0,0
2020-02-03,São Paulo,0,0
2020-02-03,Paraná,0,0
2020-02-03,Rio Grande do Sul,0,0
2020-02-03,Santa Catarina,0,0
2020-02-04,Distrito Federal,0,0
2020-02-04,Goiás,0,0
2020-02-04,Mato Grosso,0,0
2020-02-04,Mato Grosso do Sul,0,0
2020-02-04,Alagoas,0,0
2020-02-04,Bahia,0,0
2020-02-04,Ceará,0,0
2020-02-04,Maranhão,0,0
2020-02-04,Paraíba,0,0
2020-02-04,Pernambuco,0,0
2020-02-04,Piauí,0,0
2020-02-04,Rio Grande do Norte,0,0
2020-02-04,Sergipe,0,0
2020-02-04,Acre,0,0
2020-02-04,Amapá,0,0
2020-02-04,Amazonas,0,0
2020-02-04,Pará,0,0
2020-02-04,Rondônia,0,0
2020-02-04,Roraima,0,0
2020-02-04,Tocantins,0,0
2020-02-04,Espírito Santo,0,0
2020-02-04,Minas Gerais,0,0
2020-02-04,Rio de Janeiro,0,0
2020-02-04,São Paulo,0,0
2020-02-04,Paraná,0,0
2020-02-04,Rio Grande do Sul,0,0
2020-02-04,Santa Catarina,0,0
2020-02-05,Distrito Federal,0,0
2020-02-05,Goiás,0,0
2020-02-05,Mato Grosso,0,0
2020-02-05,Mato Grosso do Sul,0,0
2020-02-05,Alagoas,0,0
2020-02-05,Bahia,0,0
2020-02-05,Ceará,0,0
2020-02-05,Maranhão,0,0
2020-02-05,Paraíba,0,0
2020-02-05,Pernambuco,0,0
2020-02-05,Piauí,0,0
2020-02-05,Rio Grande do Norte,0,0
2020-02-05,Sergipe,0,0
2020-02-05,Acre,0,0
2020-02-05,Amapá,0,0
2020-02-05,Amazonas,0,0
2020-02-05,Pará,0,0
2020-02-05,Rondônia,0,0
2020-02-05,Roraima,0,0
2020-02-05,Tocantins,0,0
2020-02-05,Espírito Santo,0,0
2020-02-05,Minas Gerais,0,0
2020-02-05,Rio de Janeiro,0,0
2020-02-05,São Paulo,0,0
2020-02-05,Paraná,0,0
2020-02-05,Rio Grande do Sul,0,0
2020-02-05,Santa Catarina,0,0
2020-02-06,Distrito Federal,0,0
2020-02-06,Goiás,0,0
2020-02-06,Mato Grosso,0,0
2020-02-06,Mato Grosso do Sul,0,0
2020-02-06,Alagoas,0,0
2020-02-06,Bahia,0,0
2020-02-06,Ceará,0,0
2020-02-06,Maranhão,0,0
2020-02-06,Paraíba,0,0
2020-02-06,Pernambuco,0,0
2020-02-06,Piauí,0,0
2020-02-06,Rio Grande do Norte,0,0
2020-02-06,Sergipe,0,0
2020-02-06,Acre,0,0
2020-02-06,Amapá,0,0
2020-02-06,Amazonas,0,0
2020-02-06,Pará,0,0
2020-02-06,Rondônia,0,0
2020-02-06,Roraima,0,0
2020-02-06,Tocantins,0,0
2020-02-06,Espírito Santo,0,0
2020-02-06,Minas Gerais,0,0
2020-02-06,Rio de Janeiro,0,0
2020-02-06,São Paulo,0,0
2020-02-06,Paraná,0,0
2020-02-06,Rio Grande do Sul,0,0
2020-02-06,Santa Catarina,0,0
2020-02-07,Distrito Federal,0,0
2020-02-07,Goiás,0,0
2020-02-07,Mato Grosso,0,0
2020-02-07,Mato Grosso do Sul,0,0
2020-02-07,Alagoas,0,0
2020-02-07,Bahia,0,0
2020-02-07,Ceará,0,0
2020-02-07,Maranhão,0,0
2020-02-07,Paraíba,0,0
2020-02-07,Pernambuco,0,0
2020-02-07,Piauí,0,0
2020-02-07,Rio Grande do Norte,0,0
2020-02-07,Sergipe,0,0
2020-02-07,Acre,0,0
2020-02-07,Amapá,0,0
2020-02-07,Amazonas,0,0
2020-02-07,Pará,0,0
2020-02-07,Rondônia,0,0
2020-02-07,Roraima,0,0
2020-02-07,Tocantins,0,0
2020-02-07,Espírito Santo,0,0
2020-02-07,Minas Gerais,0,0
2020-02-07,Rio de Janeiro,0,0
2020-02-07,São Paulo,0,0
2020-02-07,Paraná,0,0
2020-02-07,Rio Grande do Sul,0,0
2020-02-07,Santa Catarina,0,0
2020-02-08,Distrito Federal,0,0
2020-02-08,Goiás,0,0
2020-02-08,Mato Grosso,0,0
2020-02-08,Mato Grosso do Sul,0,0
2020-02-08,Alagoas,0,0
2020-02-08,Bahia,0,0
2020-02-08,Ceará,0,0
2020-02-08,Maranhão,0,0
2020-02-08,Paraíba,0,0
2020-02-08,Pernambuco,0,0
2020-02-08,Piauí,0,0
2020-02-08,Rio Grande do Norte,0,0
2020-02-08,Sergipe,0,0
2020-02-08,Acre,0,0
2020-02-08,Amapá,0,0
2020-02-08,Amazonas,0,0
2020-02-08,Pará,0,0
2020-02-08,Rondônia,0,0
2020-02-08,Roraima,0,0
2020-02-08,Tocantins,0,0
2020-02-08,Espírito Santo,0,0
2020-02-08,Minas Gerais,0,0
2020-02-08,Rio de Janeiro,0,0
2020-02-08,São Paulo,0,0
2020-02-08,Paraná,0,0
2020-02-08,Rio Grande do Sul,0,0
2020-02-08,Santa Catarina,0,0
2020-02-09,Distrito Federal,0,0
2020-02-09,Goiás,0,0
2020-02-09,Mato Grosso,0,0
2020-02-09,Mato Grosso do Sul,0,0
2020-02-09,Alagoas,0,0
2020-02-09,Bahia,0,0
2020-02-09,Ceará,0,0
2020-02-09,Maranhão,0,0
2020-02-09,Paraíba,0,0
2020-02-09,Pernambuco,0,0
2020-02-09,Piauí,0,0
2020-02-09,Rio Grande do Norte,0,0
2020-02-09,Sergipe,0,0
2020-02-09,Acre,0,0
2020-02-09,Amapá,0,0
2020-02-09,Amazonas,0,0
2020-02-09,Pará,0,0
2020-02-09,Rondônia,0,0
2020-02-09,Roraima,0,0
2020-02-09,Tocantins,0,0
2020-02-09,Espírito Santo,0,0
2020-02-09,Minas Gerais,0,0
2020-02-09,Rio de Janeiro,0,0
2020-02-09,São Paulo,0,0
2020-02-09,Paraná,0,0
2020-02-09,Rio Grande do Sul,0,0
2020-02-09,Santa Catarina,0,0
2020-02-10,Distrito Federal,0,0
2020-02-10,Goiás,0,0
2020-02-10,Mato Grosso,0,0
2020-02-10,Mato Grosso do Sul,0,0
2020-02-10,Alagoas,0,0
2020-02-10,Bahia,0,0
2020-02-10,Ceará,0,0
2020-02-10,Maranhão,0,0
2020-02-10,Paraíba,0,0
2020-02-10,Pernambuco,0,0
2020-02-10,Piauí,0,0
2020-02-10,Rio Grande do Norte,0,0
2020-02-10,Sergipe,0,0
2020-02-10,Acre,0,0
2020-02-10,Amapá,0,0
2020-02-10,Amazonas,0,0
2020-02-10,Pará,0,0
2020-02-10,Rondônia,0,0
2020-02-10,Roraima,0,0
2020-02-10,Tocantins,0,0
2020-02-10,Espírito Santo,0,0
2020-02-10,Minas Gerais,0,0
2020-02-10,Rio de Janeiro,0,0
2020-02-10,São Paulo,0,0
2020-02-10,Paraná,0,0
2020-02-10,Rio Grande do Sul,0,0
2020-02-10,Santa Catarina,0,0
2020-02-11,Distrito Federal,0,0
2020-02-11,Goiás,0,0
2020-02-11,Mato Grosso,0,0
2020-02-11,Mato Grosso do Sul,0,0
2020-02-11,Alagoas,0,0
2020-02-11,Bahia,0,0
2020-02-11,Ceará,0,0
2020-02-11,Maranhão,0,0
2020-02-11,Paraíba,0,0
2020-02-11,Pernambuco,0,0
2020-02-11,Piauí,0,0
2020-02-11,Rio Grande do Norte,0,0
2020-02-11,Sergipe,0,0
2020-02-11,Acre,0,0
2020-02-11,Amapá,0,0
2020-02-11,Amazonas,0,0
2020-02-11,Pará,0,0
2020-02-11,Rondônia,0,0
2020-02-11,Roraima,0,0
2020-02-11,Tocantins,0,0
2020-02-11,Espírito Santo,0,0
2020-02-11,Minas Gerais,0,0
2020-02-11,Rio de Janeiro,0,0
2020-02-11,São Paulo,0,0
2020-02-11,Paraná,0,0
2020-02-11,Rio Grande do Sul,0,0
2020-02-11,Santa Catarina,0,0
2020-02-12,Distrito Federal,0,0
2020-02-12,Goiás,0,0
2020-02-12,Mato Grosso,0,0
2020-02-12,Mato Grosso do Sul,0,0
2020-02-12,Alagoas,0,0
2020-02-12,Bahia,0,0
2020-02-12,Ceará,0,0
2020-02-12,Maranhão,0,0
2020-02-12,Paraíba,0,0
2020-02-12,Pernambuco,0,0
2020-02-12,Piauí,0,0
2020-02-12,Rio Grande do Norte,0,0
2020-02-12,Sergipe,0,0
2020-02-12,Acre,0,0
2020-02-12,Amapá,0,0
2020-02-12,Amazonas,0,0
2020-02-12,Pará,0,0
2020-02-12,Rondônia,0,0
2020-02-12,Roraima,0,0
2020-02-12,Tocantins,0,0
2020-02-12,Espírito Santo,0,0
2020-02-12,Minas Gerais,0,0
2020-02-12,Rio de Janeiro,0,0
2020-02-12,São Paulo,0,0
2020-02-12,Paraná,0,0
2020-02-12,Rio Grande do Sul,0,0
2020-02-12,Santa Catarina,0,0
2020-02-13,Distrito Federal,0,0
2020-02-13,Goiás,0,0
2020-02-13,Mato Grosso,0,0
2020-02-13,Mato Grosso do Sul,0,0
2020-02-13,Alagoas,0,0
2020-02-13,Bahia,0,0
2020-02-13,Ceará,0,0
2020-02-13,Maranhão,0,0
2020-02-13,Paraíba,0,0
2020-02-13,Pernambuco,0,0
2020-02-13,Piauí,0,0
2020-02-13,Rio Grande do Norte,0,0
2020-02-13,Sergipe,0,0
2020-02-13,Acre,0,0
2020-02-13,Amapá,0,0
2020-02-13,Amazonas,0,0
2020-02-13,Pará,0,0
2020-02-13,Rondônia,0,0
2020-02-13,Roraima,0,0
2020-02-13,Tocantins,0,0
2020-02-13,Espírito Santo,0,0
2020-02-13,Minas Gerais,0,0
2020-02-13,Rio de Janeiro,0,0
2020-02-13,São Paulo,0,0
2020-02-13,Paraná,0,0
2020-02-13,Rio Grande do Sul,0,0
2020-02-13,Santa Catarina,0,0
2020-02-14,Distrito Federal,0,0
2020-02-14,Goiás,0,0
2020-02-14,Mato Grosso,0,0
2020-02-14,Mato Grosso do Sul,0,0
2020-02-14,Alagoas,0,0
2020-02-14,Bahia,0,0
2020-02-14,Ceará,0,0
2020-02-14,Maranhão,0,0
2020-02-14,Paraíba,0,0
2020-02-14,Pernambuco,0,0
2020-02-14,Piauí,0,0
2020-02-14,Rio Grande do Norte,0,0
2020-02-14,Sergipe,0,0
2020-02-14,Acre,0,0
2020-02-14,Amapá,0,0
2020-02-14,Amazonas,0,0
2020-02-14,Pará,0,0
2020-02-14,Rondônia,0,0
2020-02-14,Roraima,0,0
2020-02-14,Tocantins,0,0
2020-02-14,Espírito Santo,0,0
2020-02-14,Minas Gerais,0,0
2020-02-14,Rio de Janeiro,0,0
2020-02-14,São Paulo,0,0
2020-02-14,Paraná,0,0
2020-02-14,Rio Grande do Sul,0,0
2020-02-14,Santa Catarina,0,0
2020-02-15,Distrito Federal,0,0
2020-02-15,Goiás,0,0
2020-02-15,Mato Grosso,0,0
2020-02-15,Mato Grosso do Sul,0,0
2020-02-15,Alagoas,0,0
2020-02-15,Bahia,0,0
2020-02-15,Ceará,0,0
2020-02-15,Maranhão,0,0
2020-02-15,Paraíba,0,0
2020-02-15,Pernambuco,0,0
2020-02-15,Piauí,0,0
2020-02-15,Rio Grande do Norte,0,0
2020-02-15,Sergipe,0,0
2020-02-15,Acre,0,0
2020-02-15,Amapá,0,0
2020-02-15,Amazonas,0,0
2020-02-15,Pará,0,0
2020-02-15,Rondônia,0,0
2020-02-15,Roraima,0,0
2020-02-15,Tocantins,0,0
2020-02-15,Espírito Santo,0,0
2020-02-15,Minas Gerais,0,0
2020-02-15,Rio de Janeiro,0,0
2020-02-15,São Paulo,0,0
2020-02-15,Paraná,0,0
2020-02-15,Rio Grande do Sul,0,0
2020-02-15,Santa Catarina,0,0
2020-02-16,Distrito Federal,0,0
2020-02-16,Goiás,0,0
2020-02-16,Mato Grosso,0,0
2020-02-16,Mato Grosso do Sul,0,0
2020-02-16,Alagoas,0,0
2020-02-16,Bahia,0,0
2020-02-16,Ceará,0,0
2020-02-16,Maranhão,0,0
2020-02-16,Paraíba,0,0
2020-02-16,Pernambuco,0,0
2020-02-16,Piauí,0,0
2020-02-16,Rio Grande do Norte,0,0
2020-02-16,Sergipe,0,0
2020-02-16,Acre,0,0
2020-02-16,Amapá,0,0
2020-02-16,Amazonas,0,0
2020-02-16,Pará,0,0
2020-02-16,Rondônia,0,0
2020-02-16,Roraima,0,0
2020-02-16,Tocantins,0,0
2020-02-16,Espírito Santo,0,0
2020-02-16,Minas Gerais,0,0
2020-02-16,Rio de Janeiro,0,0
2020-02-16,São Paulo,0,0
2020-02-16,Paraná,0,0
2020-02-16,Rio Grande do Sul,0,0
2020-02-16,Santa Catarina,0,0
2020-02-17,Distrito Federal,0,0
2020-02-17,Goiás,0,0
2020-02-17,Mato Grosso,0,0
2020-02-17,Mato Grosso do Sul,0,0
2020-02-17,Alagoas,0,0
2020-02-17,Bahia,0,0
2020-02-17,Ceará,0,0
2020-02-17,Maranhão,0,0
2020-02-17,Paraíba,0,0
2020-02-17,Pernambuco,0,0
2020-02-17,Piauí,0,0
2020-02-17,Rio Grande do Norte,0,0
2020-02-17,Sergipe,0,0
2020-02-17,Acre,0,0
2020-02-17,Amapá,0,0
2020-02-17,Amazonas,0,0
2020-02-17,Pará,0,0
2020-02-17,Rondônia,0,0
2020-02-17,Roraima,0,0
2020-02-17,Tocantins,0,0
2020-02-17,Espírito Santo,0,0
2020-02-17,Minas Gerais,0,0
2020-02-17,Rio de Janeiro,0,0
2020-02-17,São Paulo,0,0
2020-02-17,Paraná,0,0
2020-02-17,Rio Grande do Sul,0,0
2020-02-17,Santa Catarina,0,0
2020-02-18,Distrito Federal,0,0
2020-02-18,Goiás,0,0
2020-02-18,Mato Grosso,0,0
2020-02-18,Mato Grosso do Sul,0,0
2020-02-18,Alagoas,0,0
2020-02-18,Bahia,0,0
2020-02-18,Ceará,0,0
2020-02-18,Maranhão,0,0
2020-02-18,Paraíba,0,0
2020-02-18,Pernambuco,0,0
2020-02-18,Piauí,0,0
2020-02-18,Rio Grande do Norte,0,0
2020-02-18,Sergipe,0,0
2020-02-18,Acre,0,0
2020-02-18,Amapá,0,0
2020-02-18,Amazonas,0,0
2020-02-18,Pará,0,0
2020-02-18,Rondônia,0,0
2020-02-18,Roraima,0,0
2020-02-18,Tocantins,0,0
2020-02-18,Espírito Santo,0,0
2020-02-18,Minas Gerais,0,0
2020-02-18,Rio de Janeiro,0,0
2020-02-18,São Paulo,0,0
2020-02-18,Paraná,0,0
2020-02-18,Rio Grande do Sul,0,0
2020-02-18,Santa Catarina,0,0
2020-02-19,Distrito Federal,0,0
2020-02-19,Goiás,0,0
2020-02-19,Mato Grosso,0,0
2020-02-19,Mato Grosso do Sul,0,0
2020-02-19,Alagoas,0,0
2020-02-19,Bahia,0,0
2020-02-19,Ceará,0,0
2020-02-19,Maranhão,0,0
2020-02-19,Paraíba,0,0
2020-02-19,Pernambuco,0,0
2020-02-19,Piauí,0,0
2020-02-19,Rio Grande do Norte,0,0
2020-02-19,Sergipe,0,0
2020-02-19,Acre,0,0
2020-02-19,Amapá,0,0
2020-02-19,Amazonas,0,0
2020-02-19,Pará,0,0
2020-02-19,Rondônia,0,0
2020-02-19,Roraima,0,0
2020-02-19,Tocantins,0,0
2020-02-19,Espírito Santo,0,0
2020-02-19,Minas Gerais,0,0
2020-02-19,Rio de Janeiro,0,0
2020-02-19,São Paulo,0,0
2020-02-19,Paraná,0,0
2020-02-19,Rio Grande do Sul,0,0
2020-02-19,Santa Catarina,0,0
2020-02-20,Distrito Federal,0,0
2020-02-20,Goiás,0,0
2020-02-20,Mato Grosso,0,0
2020-02-20,Mato Grosso do Sul,0,0
2020-02-20,Alagoas,0,0
2020-02-20,Bahia,0,0
2020-02-20,Ceará,0,0
2020-02-20,Maranhão,0,0
2020-02-20,Paraíba,0,0
2020-02-20,Pernambuco,0,0
2020-02-20,Piauí,0,0
2020-02-20,Rio Grande do Norte,0,0
2020-02-20,Sergipe,0,0
2020-02-20,Acre,0,0
2020-02-20,Amapá,0,0
2020-02-20,Amazonas,0,0
2020-02-20,Pará,0,0
2020-02-20,Rondônia,0,0
2020-02-20,Roraima,0,0
2020-02-20,Tocantins,0,0
2020-02-20,Espírito Santo,0,0
2020-02-20,Minas Gerais,0,0
2020-02-20,Rio de Janeiro,0,0
2020-02-20,São Paulo,0,0
2020-02-20,Paraná,0,0
2020-02-20,Rio Grande do Sul,0,0
2020-02-20,Santa Catarina,0,0
2020-02-21,Distrito Federal,0,0
2020-02-21,Goiás,0,0
2020-02-21,Mato Grosso,0,0
2020-02-21,Mato Grosso do Sul,0,0
2020-02-21,Alagoas,0,0
2020-02-21,Bahia,0,0
2020-02-21,Ceará,0,0
2020-02-21,Maranhão,0,0
2020-02-21,Paraíba,0,0
2020-02-21,Pernambuco,0,0
2020-02-21,Piauí,0,0
2020-02-21,Rio Grande do Norte,0,0
2020-02-21,Sergipe,0,0
2020-02-21,Acre,0,0
2020-02-21,Amapá,0,0
2020-02-21,Amazonas,0,0
2020-02-21,Pará,0,0
2020-02-21,Rondônia,0,0
2020-02-21,Roraima,0,0
2020-02-21,Tocantins,0,0
2020-02-21,Espírito Santo,0,0
2020-02-21,Minas Gerais,0,0
2020-02-21,Rio de Janeiro,0,0
2020-02-21,São Paulo,0,0
2020-02-21,Paraná,0,0
2020-02-21,Rio Grande do Sul,0,0
2020-02-21,Santa Catarina,0,0
2020-02-22,Distrito Federal,0,0
2020-02-22,Goiás,0,0
2020-02-22,Mato Grosso,0,0
2020-02-22,Mato Grosso do Sul,0,0
2020-02-22,Alagoas,0,0
2020-02-22,Bahia,0,0
2020-02-22,Ceará,0,0
2020-02-22,Maranhão,0,0
2020-02-22,Paraíba,0,0
2020-02-22,Pernambuco,0,0
2020-02-22,Piauí,0,0
2020-02-22,Rio Grande do Norte,0,0
2020-02-22,Sergipe,0,0
2020-02-22,Acre,0,0
2020-02-22,Amapá,0,0
2020-02-22,Amazonas,0,0
2020-02-22,Pará,0,0
2020-02-22,Rondônia,0,0
2020-02-22,Roraima,0,0
2020-02-22,Tocantins,0,0
2020-02-22,Espírito Santo,0,0
2020-02-22,Minas Gerais,0,0
2020-02-22,Rio de Janeiro,0,0
2020-02-22,São Paulo,0,0
2020-02-22,Paraná,0,0
2020-02-22,Rio Grande do Sul,0,0
2020-02-22,Santa Catarina,0,0
2020-02-23,Distrito Federal,0,0
2020-02-23,Goiás,0,0
2020-02-23,Mato Grosso,0,0
2020-02-23,Mato Grosso do Sul,0,0
2020-02-23,Alagoas,0,0
2020-02-23,Bahia,0,0
2020-02-23,Ceará,0,0
2020-02-23,Maranhão,0,0
2020-02-23,Paraíba,0,0
2020-02-23,Pernambuco,0,0
2020-02-23,Piauí,0,0
2020-02-23,Rio Grande do Norte,0,0
2020-02-23,Sergipe,0,0
2020-02-23,Acre,0,0
2020-02-23,Amapá,0,0
2020-02-23,Amazonas,0,0
2020-02-23,Pará,0,0
2020-02-23,Rondônia,0,0
2020-02-23,Roraima,0,0
2020-02-23,Tocantins,0,0
2020-02-23,Espírito Santo,0,0
2020-02-23,Minas Gerais,0,0
2020-02-23,Rio de Janeiro,0,0
2020-02-23,São Paulo,0,0
2020-02-23,Paraná,0,0
2020-02-23,Rio Grande do Sul,0,0
2020-02-23,Santa Catarina,0,0
2020-02-24,Distrito Federal,0,0
2020-02-24,Goiás,0,0
2020-02-24,Mato Grosso,0,0
2020-02-24,Mato Grosso do Sul,0,0
2020-02-24,Alagoas,0,0
2020-02-24,Bahia,0,0
2020-02-24,Ceará,0,0
2020-02-24,Maranhão,0,0
2020-02-24,Paraíba,0,0
2020-02-24,Pernambuco,0,0
2020-02-24,Piauí,0,0
2020-02-24,Rio Grande do Norte,0,0
2020-02-24,Sergipe,0,0
2020-02-24,Acre,0,0
2020-02-24,Amapá,0,0
2020-02-24,Amazonas,0,0
2020-02-24,Pará,0,0
2020-02-24,Rondônia,0,0
2020-02-24,Roraima,0,0
2020-02-24,Tocantins,0,0
2020-02-24,Espírito Santo,0,0
2020-02-24,Minas Gerais,0,0
2020-02-24,Rio de Janeiro,0,0
2020-02-24,São Paulo,0,0
2020-02-24,Paraná,0,0
2020-02-24,Rio Grande do Sul,0,0
2020-02-24,Santa Catarina,0,0
2020-02-25,Distrito Federal,0,0
2020-02-25,Goiás,0,0
2020-02-25,Mato Grosso,0,0
2020-02-25,Mato Grosso do Sul,0,0
2020-02-25,Alagoas,0,0
2020-02-25,Bahia,0,0
2020-02-25,Ceará,0,0
2020-02-25,Maranhão,0,0
2020-02-25,Paraíba,0,0
2020-02-25,Pernambuco,0,0
2020-02-25,Piauí,0,0
2020-02-25,Rio Grande do Norte,0,0
2020-02-25,Sergipe,0,0
2020-02-25,Acre,0,0
2020-02-25,Amapá,0,0
2020-02-25,Amazonas,0,0
2020-02-25,Pará,0,0
2020-02-25,Rondônia,0,0
2020-02-25,Roraima,0,0
2020-02-25,Tocantins,0,0
2020-02-25,Espírito Santo,0,0
2020-02-25,Minas Gerais,0,0
2020-02-25,Rio de Janeiro,0,0
2020-02-25,São Paulo,0,0
2020-02-25,Paraná,0,0
2020-02-25,Rio Grande do Sul,0,0
2020-02-25,Santa Catarina,0,0
2020-02-26,Distrito Federal,0,0
2020-02-26,Goiás,0,0
2020-02-26,Mato Grosso,0,0
2020-02-26,Mato Grosso do Sul,0,0
2020-02-26,Alagoas,0,0
2020-02-26,Bahia,0,0
2020-02-26,Ceará,0,0
2020-02-26,Maranhão,0,0
2020-02-26,Paraíba,0,0
2020-02-26,Pernambuco,0,0
2020-02-26,Piauí,0,0
2020-02-26,Rio Grande do Norte,0,0
2020-02-26,Sergipe,0,0
2020-02-26,Acre,0,0
2020-02-26,Amapá,0,0
2020-02-26,Amazonas,0,0
2020-02-26,Pará,0,0
2020-02-26,Rondônia,0,0
2020-02-26,Roraima,0,0
2020-02-26,Tocantins,0,0
2020-02-26,Espírito Santo,0,0
2020-02-26,Minas Gerais,0,0
2020-02-26,Rio de Janeiro,0,0
2020-02-26,São Paulo,1,0
2020-02-26,Paraná,0,0
2020-02-26,Rio Grande do Sul,0,0
2020-02-26,Santa Catarina,0,0
2020-02-27,Distrito Federal,0,0
2020-02-27,Goiás,0,0
2020-02-27,Mato Grosso,0,0
2020-02-27,Mato Grosso do Sul,0,0
2020-02-27,Alagoas,0,0
2020-02-27,Bahia,0,0
2020-02-27,Ceará,0,0
2020-02-27,Maranhão,0,0
2020-02-27,Paraíba,0,0
2020-02-27,Pernambuco,0,0
2020-02-27,Piauí,0,0
2020-02-27,Rio Grande do Norte,0,0
2020-02-27,Sergipe,0,0
2020-02-27,Acre,0,0
2020-02-27,Amapá,0,0
2020-02-27,Amazonas,0,0
2020-02-27,Pará,0,0
2020-02-27,Rondônia,0,0
2020-02-27,Roraima,0,0
2020-02-27,Tocantins,0,0
2020-02-27,Espírito Santo,0,0
2020-02-27,Minas Gerais,0,0
2020-02-27,Rio de Janeiro,0,0
2020-02-27,São Paulo,1,0
2020-02-27,Paraná,0,0
2020-02-27,Rio Grande do Sul,0,0
2020-02-27,Santa Catarina,0,0
2020-02-28,Distrito Federal,0,0
2020-02-28,Goiás,0,0
2020-02-28,Mato Grosso,0,0
2020-02-28,Mato Grosso do Sul,0,0
